PC1,PC2,PC3,channel_id
-9.297112898218742,-36.02884784928715,-0.6092234173356547,0
-7.935828104883787,-33.24609889875008,-1.1134919809994428,1
-6.8129828720001315,-29.73235235054901,-1.708627319650951,2
-5.757882687541614,-26.59186625264643,-1.720893357205139,3
-17.88251639519428,-22.280263641208684,0.08612241667241523,4
-6.405279272162455,-28.64956913946861,-1.0044920628384166,0
-4.918155175313879,-24.001384431732507,-1.7344202483673679,1
-3.4059076614959607,-20.84683388380114,-2.07682731487594,2
-2.386290445712483,-18.20736133739981,-1.688205571502306,3
-18.0837333218244,-14.556863838797392,0.05661280547290013,4
-4.071947553122104,-22.775635407331794,-0.798741241873001,0
-1.7000168645529945,-17.86241061832378,-0.1739854012412702,1
-0.5237796393815004,-14.165321135693864,-1.5047586561940125,2
0.36805908571122115,-11.54778763369327,-1.2448700455299588,3
-20.54576252817432,-7.999259646184932,-2.7583807362332324,4
-3.3733413128631686,-19.790125665080183,-1.956015681440979,0
-1.0514382989269768,-13.060222645683128,-2.065634376725463,1
0.008052318766652898,-9.847523870040506,-3.124807254876683,2
1.813210179719921,-7.7380207343371605,-1.1778702840391775,3
-19.05304100111818,-4.33692657558201,0.043257981540729996,4
-1.1104904985002815,-17.14517080301713,0.07624330398612783,0
1.0177149079879642,-9.400594097037711,-0.2342734790948423,1
2.9448958423436973,-6.443039639805969,-0.511359067381167,2
2.2177930176599983,-3.9165262258341937,-2.7597481611342616,3
-18.838674643163024,-2.5330884903519335,0.16771062439986695,4
-0.31629238987502173,-14.504764299560065,0.4157345287167444,0
1.857217621959571,-7.2584604254166365,-0.027200207593539298,1
3.4575129078643916,-4.873284330520127,-0.9734313783893215,2
4.338815122678859,-2.41443698561466,-0.22507880298096866,3
-19.367529365791444,-0.0414257457968811,-0.20958520094479932,4
0.26441619469474953,-13.058601208764777,0.2881825416325629,0
2.631662386479112,-5.443028934153737,0.20687931129647988,1
3.358408096902321,-2.359278841017102,-2.731344873078778,2
3.7352184795323535,0.1931132744396199,-2.6753955263510076,3
-19.12729744082661,1.3059634857817657,-0.1367121866238309,4
-0.4201625554789361,-12.755059931407418,-1.5333524152636986,0
1.6649624427834981,-5.430771778868141,-2.4199395632290517,1
4.345483179765971,-1.048719584783247,-1.7088767769302953,2
5.84656198755987,2.0329956015348993,0.2758425803042858,3
-20.172412477437536,4.527213443723226,-0.9233586813659868,4
0.2372622516942069,-10.98844014756546,-0.8028516153732398,0
2.8885037561757057,-3.2638742656244704,-1.201024326814433,1
5.232178297007294,0.4520767900754,-0.6137456116331619,2
5.417449780933922,2.7998058525772107,-1.2356409326700564,3
-19.552237333922353,4.837820439767791,0.11864961847583443,4
0.16782273444155665,-10.88666885111284,-1.571043648199889,0
2.4205523456029985,-2.536713908075523,-2.435646559852906,1
4.38986416259602,0.8259828450381691,-2.8085887632254822,2
4.6880784921482,2.501365384775889,-2.9325206232084633,3
-19.279119165873936,4.50999020890955,-0.0005607657501306661,4
1.093421476330297,-9.684263317509851,-0.228800780745881,0
2.32910864818202,-1.495179870843047,-2.632013635199273,1
5.780216892125157,0.594576336603536,-0.34062642373593927,2
5.990316096288124,2.40920182393719,-0.506800623188323,3
-19.50583159659988,5.744594973404757,0.0050150365202480795,4
1.5703324607572264,-9.33348403854017,0.7639839412785486,0
4.004337992745885,-2.227727687219126,0.4339986810215441,1
4.689983839798176,0.42178244747134813,-2.384851835585397,2
6.401832433060262,4.395778509549965,-0.19725715708814343,3
-19.578353117375936,6.4591516601333065,-0.17542659102568572,4
0.9130135079374893,-9.71592199433613,0.8003670418951111,0
3.5007121335350906,-2.9080581503884577,-0.40633856459618367,1
6.0609513210450645,2.542399131546424,-0.050429619274533384,2
6.633204488103803,5.198261492719958,0.12007504323034951,3
-19.451318267670473,5.972090322357348,-0.23405751147654955,4
2.060441133538719,-8.63335078344863,1.2421494856201092,0
4.083813755983237,-0.4724826803850675,0.47636550309389275,1
6.390950937441704,2.2297367241673993,-0.017543290807392087,2
6.129654895937468,5.227163812381087,-1.7577070853933852,3
-19.188534947041724,7.049299587083094,0.15153919742105618,4
2.1569826676664845,-8.27037996656432,1.0919467320325942,0
3.8273552832611952,-0.1798444848347813,-0.8934357480278713,1
4.906813816076934,2.1687269925207753,-2.936768532988418,2
5.340286197223055,4.796815513896839,-2.973128250443852,3
-19.397975798338717,7.467602975610884,-0.1766938284151772,4
0.9943924122571495,-8.334079792509957,-1.5878202777197694,0
2.4902203868153308,0.10142815669926189,-3.393332499313033,1
6.605909641575918,3.8364783612131275,0.15997556713197741,2
6.7735099063201645,6.0963708313784934,-0.5784759510128115,3
-19.50807885220704,7.379923713083239,-0.36599252528826154,4
0.7216241290591661,-8.153997027855777,-1.8483755446499441,0
2.8004008107168694,0.08166323215918776,-2.865454338237593,1
6.755623064892973,2.8624137294337615,0.5952842231642038,2
7.030997022947829,6.127985028294616,0.23576870974214031,3
-18.835179046287703,7.308793421172635,0.11130999853665405,4
0.8545441676214712,-9.314740659347866,-1.611121985331679,0
4.519243076917694,-0.23145581709634194,0.3096543086922045,1
6.941489185996396,3.882033701102482,0.8396707600641541,2
4.917317414063847,6.040397777242275,-3.9534590165089782,3
-18.512592717264578,5.733371466191043,0.16205002656166287,4
2.226361837007713,-7.863163676529801,1.0542591112116877,0
2.8804154931051125,-0.8257424848060412,-2.7370663710192207,1
6.685962979252786,2.8246829535944777,0.4724359900659351,2
6.74014200712849,6.415746482619852,-0.4261450742208838,3
-19.220298562440878,8.014074419791454,-0.2751022400907858,4
1.3158334456092107,-8.000969949314891,-0.9536788605128175,0
4.554175496287775,-0.7139304834957676,0.5690015271080295,1
5.890599511300526,3.739922948099655,-1.6561614460742675,2
5.414082659119348,5.075277570076728,-3.1367976199608107,3
-18.877548478530503,7.5834759359194095,0.16718051103283266,4
0.6755578555750359,-8.882043576954949,-1.7912469446317985,0
4.769653663594067,-0.6218057531541478,0.8261843094304034,1
5.760989182466924,4.1510397689212475,-1.996638990473731,2
6.955757556018466,5.165051867123973,-0.027084498150883755,3
-18.928646270528795,7.307602685850789,-0.058654834201155616,4
0.6771965409581916,-7.8431210579869095,-1.8339187213303851,0
5.0507562760508975,0.5688642825801566,1.1520751531446392,1
6.791850229965442,4.128958497764045,-0.08427982758252128,2
6.151616304072929,6.427531591009193,-1.958018462430076,3
-18.678340916315072,6.722605546222779,0.18430621024551364,4
2.2672918281919974,-7.605833861563996,1.1073167464265439,0
4.94239098512269,0.6541167197325348,0.8168742018847972,1
6.972712615439479,4.338603393316745,0.4892910759403641,2
7.27730215473207,5.72278918028755,0.4319077153116494,3
-18.844936201315182,8.160200053557881,-0.27961672146520916,4
1.0717239536070247,-7.807261231890832,-1.6107302397432726,0
3.542216342724574,0.2889328614322424,-1.881972650166251,1
6.658858773129011,4.049691756542183,-0.170078623386911,2
5.7931858208175475,5.900550551551288,-2.465586688993125,3
-18.559352377049972,6.325800676117037,-0.22527707457064,4
2.194787955088965,-7.789445089380285,0.45579463147777033,0
4.743212434700419,0.740593786505947,0.5998171379829883,1
7.013387924948546,3.2107791063576925,0.25003389550495686,2
5.494203434536946,6.545565537244706,-3.2400997040420205,3
-18.49886081186918,7.8960972901357325,0.2092902251708102,4
2.060461373246472,-7.662674801742675,0.5856521204372667,0
4.9009121897077605,1.020684876982997,0.6761550551024972,1
6.470811740924482,4.352593310220061,-0.8179873464472537,2
7.478588034529869,5.4675890958526585,0.4177413734997086,3
-17.829274614496885,6.270677038953532,0.25803909145691606,4
2.3731909729081195,-7.96476824411101,0.9403876604945547,0
4.707428096157263,0.12962132951059763,0.3909663386416339,1
6.353168838853104,4.071553393608701,-1.0647837312702833,2
6.6546668104023565,6.785471104823088,-1.1294390905778313,3
-17.619796676175337,5.498246485371287,0.26876801470110784,4
1.0946521016401642,-7.666849390674472,-1.7073155780047318,0
4.890147406269886,-0.29202077451178765,0.7948763186351897,1
4.741102410384739,4.191913074358489,-3.630922861155031,2
6.823223343252694,5.479074777105682,-0.5178530260259447,3
-19.27336638863653,8.340316702180903,-1.3431256509237999,4
2.372607604519339,-7.11509071710927,0.9975064760962048,0
3.2597426788701673,0.4827124658940845,-2.7447653847746434,1
5.03811021884164,3.1241003249249033,-3.0102741011657694,2
6.930883028780684,6.441916325424102,-0.5482012089682385,3
-17.942599616849954,6.904047873277532,0.4150499742614052,4
1.3600629766061816,-7.606777484125292,-1.302774041665203,0
3.428929338628946,0.6427228937569747,-2.2331866491978314,1
4.827841434628969,3.700157020527944,-2.5127599593662793,2
6.565453791445073,5.2649074309936825,-0.9857315563672221,3
-17.875820927803122,6.888014535552627,0.04576058240880355,4
2.4377424321927976,-7.148668152355148,1.0289590915290638,0
5.163304481492878,0.989789220222012,1.0334536517056756,1
5.923447702257576,4.246013978688319,-2.39474627038248,2
6.03943265114896,5.758101094445135,-2.534738985084963,3
-19.468700709541917,5.6428709063521305,-2.9713624878016422,4
2.7177768855646662,-7.003987619688804,1.240546011081125,0
2.970601200272427,-0.3338439454813376,-3.1811861064307005,1
5.598257672763779,3.4713734803396017,-2.480531294898252,2
5.816789598880694,5.479314167611052,-2.8712266565269964,3
-18.217777909609282,7.659890411221312,-0.01666362142666777,4
2.4635663398579406,-6.971053898822163,0.8560481014761472,0
4.710329949215324,0.8562016178369807,-0.25006290352103827,1
7.1649822766783124,4.856254036698565,0.09889460679457505,2
7.757642489710363,6.3612812847271485,0.8740063115845007,3
-17.673024057567556,6.47211761253293,0.1518928701996303,4
2.2443377977036647,-6.972754437298592,0.1273947901354317,0
3.3369325948076254,0.9738283950230805,-2.26987875851404,1
7.3979863601857305,4.7656948950706735,0.8745946442558791,2
7.570205977940475,7.349008883227793,0.3151478844929605,3
-17.530263958144186,7.404339632362967,0.2927603096066242,4
1.0323399884118107,-7.0521188030773425,-1.8643480980840699,0
3.0592585237206955,0.9784422167416779,-3.114998463977224,1
5.377013122386276,3.1567240997185806,-2.8782317337459324,2
6.8430167375774555,5.797309353210402,-0.9436522862315044,3
-17.332961889272543,6.1616886252539125,0.32122705333412654,4
2.456092814585864,-6.778081686198323,0.7352430331784775,0
5.02652545802517,1.4218163665038772,0.14718431606878765,1
5.589526821629547,3.825042477643254,-2.9098222587017935,2
7.6117192378464855,6.176191457580708,0.3544562751400409,3
-18.040126124471893,8.151358258874488,-0.053058662255090615,4
2.2861271635871754,-6.846212864796642,0.3482525060216454,0
4.374270459312178,1.4311393165083153,-0.9630432073101005,1
5.69586014768043,5.054990178093339,-2.6050475495385763,2
7.360285596499066,6.421469654033363,0.7112104903384513,3
-17.87623361544834,8.550487255521038,0.06365477433547188,4
2.718617266446536,-7.577107628666083,1.3765014824814727,0
5.182591976135478,1.5282140328225509,1.0709374687319928,1
6.73649519541059,3.821936256315303,-0.09878680036450808,2
7.708254543528549,5.987278228359177,0.9148405343338339,3
-17.847132551317912,7.555155407515751,-0.36582606949255514,4
1.488083435425857,-7.015277145893322,-1.1744322590916743,0
3.3935597952983017,-0.07134217749507632,-2.2888210798775086,1
4.797112354264435,4.7432043558398975,-3.681319515388431,2
7.427928631156439,6.2607061666599995,0.4149504433928323,3
-17.419659301532157,7.746841356179049,0.19143448103416746,4
1.2362595545291706,-7.0070470112705685,-1.6254812110567387,0
3.5109061267636625,0.8847752848503716,-2.2205490239931067,1
5.254460240764418,4.46012327800145,-2.9272454066320925,2
5.901706118108096,6.921215400709909,-2.9397693526507958,3
-17.127441883030873,5.867850041858433,0.09611873183744939,4
2.536280203135214,-7.917989593248287,1.0537185556970026,0
4.9230540265886304,-0.08152033459299722,0.6959005324928329,1
7.04158482887503,3.512343590399769,0.669034995093874,2
5.468581497567223,6.901763487637722,-3.0886838113106068,3
-17.848947519988897,7.134984348769864,-0.8678458872547324,4
2.501659170633401,-7.749731966250223,1.0052355766409402,0
3.876819060477523,1.1113556124296589,-1.7227906595154314,1
5.477254842161802,3.5684686222193376,-2.482299849850669,2
7.455869081972432,5.616873413849706,0.6473640831754423,3
-17.26762432053837,5.998684031433167,-0.28546322273084457,4
1.3652098643856008,-7.937335604242393,-1.1259543140623798,0
3.230835441710075,0.452783159956073,-2.447175107603096,1
5.625019566365045,4.423046331011457,-2.485138505990402,2
7.179416531346777,6.4152715501984074,-0.15381371068066502,3
-17.018698680515982,6.219814778889873,0.19327570102226482,4
1.5775491232054808,-7.20724658181565,-1.0610165515552257,0
3.626843523326271,0.838035477718195,-2.0214817035556756,1
7.14266246880892,3.6327956991031325,1.0459048022737087,2
7.4020706437060655,5.469405153347118,0.895113777668411,3
-17.111980464100352,5.6790565038272,0.2730428650326521,4
2.522826388285002,-6.95675662469299,1.2587596571028528,0
5.171098232567222,1.0552851840411954,1.1237543587087397,1
6.41982224971335,4.4840177000050225,-0.9235543920154476,2
7.449961189131139,6.913675135778723,0.571325475050494,3
-16.924291554361808,5.4476201288058705,-0.06365654451043966,4
2.5552019783412603,-8.053293638553871,1.0978148583023883,0
4.985298302627381,-0.07398710011665935,1.0116402263788589,1
6.759192064760919,4.223091857470778,0.1380613335409885,2
7.512859526307645,6.723853444710012,0.7655275258595856,3
-16.850927235375604,5.811616708255507,0.19085762482481616,4
2.521052419732437,-8.178047436478945,1.2769887208716202,0
3.4004460125312805,0.48397013359884433,-2.227103952412575,1
6.154599825977098,3.4810167085239843,1.6637851262562287,2
7.475156322902147,6.8585263970495,0.5367703267953775,3
-16.689017909306614,4.417503629048343,0.23494479197025125,4
2.6585114415521827,-7.9123799908705195,1.5583849595221875,0
4.904125452952899,0.6508546456953697,0.7770074583007476,1
4.659205956739851,3.935907470248146,-3.5114541143519276,2
7.119853904635295,5.241527457355409,0.7006474733025757,3
-16.919032789134917,5.209666550932991,0.05071123684732794,4
2.0603068440751473,-7.046858089982367,0.25539891661882036,0
3.2912040961793596,0.4074652911686805,0.6287367695577222,1
6.14719893213939,2.098312553876572,0.6934354722677266,2
6.721924670329338,4.798402805359933,0.5651301089351588,3
-16.592498244175165,4.637021808907435,0.27647060786508715,4
2.24913183958237,-8.370383935118983,1.1680910776569406,0
3.560555948012199,0.1574732409783122,-1.7842482899053065,1
6.5829832697891115,3.768241910973998,0.5628493750988353,2
